SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-30-2020,Single Family Residential,22 Oakridge Ln,Danville,CA,94506,1487500,4,2.5,Oakridge,2798,11859,1980,156,532,371,Sold,,,http://www.redfin.com/CA/Danville/22-Oakridge-Ln-94506/home/56909480,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902932,N,Y,37.821741,-121.9225776
PAST SALE,July-10-2020,Townhouse,1028 Phoenix St,DANVILLE,CA,94506,645000,2,2.5,DANVILLE,1155,1052,1995,146,558,270,Sold,,,http://www.redfin.com/CA/Danville/1028-Phoenix-St-94506/home/1923306,MLSListings,ML81794918,N,Y,37.79713,-121.918917
PAST SALE,July-31-2020,Single Family Residential,820 Feather River St,Danville,CA,94506-1216,1385000,4,3,Shadow Creek,3237,7430,1992,125,428,95,Sold,,,http://www.redfin.com/CA/Blackhawk/820-Feather-River-St-94506/home/989498,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908791,N,Y,37.809073,-121.8989723
PAST SALE,,Single Family Residential,155 Crestridge Dr,Danville,CA,94506,1750000,4,4,,3687,24829,1992,,475,,,,,http://www.redfin.com/CA/Danville/155-Crestridge-Dr-94506/home/570750,,,N,Y,37.7955258,-121.9274225
PAST SALE,June-12-2020,Single Family Residential,108 Birchbark Pl,Danville,CA,94506,1770000,5,3,Blackhawk C. C.,3719,10400,1987,174,476,190,Sold,,,http://www.redfin.com/CA/Danville/108-Birchbark-Pl-94506/home/1277107,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904510,N,Y,37.8183469,-121.9109979
PAST SALE,July-2-2020,Single Family Residential,1035 Belleterre Dr,Danville,CA,94506,1200000,4,2.5,Belleterre,2501,4700,1992,154,480,87,Sold,,,http://www.redfin.com/CA/Danville/1035-Belleterre-Dr-94506/home/924123,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907305,N,Y,37.80349,-121.9257779
PAST SALE,June-26-2020,Single Family Residential,3 Tamalark Ln,Danville,CA,94506,2000000,6,4.5,Danville,3791,17555,2013,160,528,,Sold,,,http://www.redfin.com/CA/Danville/3-Tamalark-Ln-94506/home/35625545,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898545,N,Y,37.8041098,-121.9281781
PAST SALE,August-3-2020,Single Family Residential,105 Fairwood Ct,Danville,CA,94506,1638000,5,3,Valerosa,3481,8015,1999,122,471,55,Sold,,,http://www.redfin.com/CA/Danville/105-Fairwood-Ct-94506/home/1707828,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908072,N,Y,37.8057999,-121.9481776
PAST SALE,July-16-2020,Single Family Residential,1767 Cottswald St,Danville,CA,94506,1525000,5,3,Monterosso,3186,12713,2006,140,479,30,Sold,,,http://www.redfin.com/CA/Danville/1767-Cottswald-St-94506/home/12123074,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908135,N,Y,37.7962007,-121.8943485
PAST SALE,October-30-2020,Single Family Residential,40 Gold Creek Ct,Danville,CA,94506,1458000,4,3,Vista Tassajara,2502,9165,1991,34,583,125,Sold,,,http://www.redfin.com/CA/Danville/40-Gold-Creek-Ct-94506/home/1070488,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923130,N,Y,37.7940485,-121.9070636
PAST SALE,October-8-2020,Single Family Residential,2081 Goldenrod Ln,San Ramon,CA,94582,1130888,4,2.5,Portola,2385,4390,1991,56,474,195,Sold,,,http://www.redfin.com/CA/San-Ramon/2081-Goldenrod-Ln-94582/home/975677,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918825,N,Y,37.7905174,-121.9253334
PAST SALE,June-30-2020,Single Family Residential,30 Country Hills Ct,Danville,CA,94506,1899000,5,3.5,Woodranch,3687,13340,1990,156,515,93,Sold,,,http://www.redfin.com/CA/Danville/30-Country-Hills-Ct-94506/home/1735143,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904711,N,Y,37.7968,-121.934645
PAST SALE,November-12-2020,Single Family Residential,700 Blue Spruce Dr,Danville,CA,94506,1649000,4,2.5,Blackhawk C. C.,3534,6820,1986,21,467,189,Sold,,,http://www.redfin.com/CA/Danville/700-Blue-Spruce-Dr-94506/home/1485196,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920156,N,Y,37.816608,-121.9142874
PAST SALE,June-29-2020,Single Family Residential,1254 Ariel Dr,Danville,CA,94506-4813,1575000,4,4.5,Wendt Ranch,4383,6072,2005,157,359,100,Sold,,,http://www.redfin.com/CA/Danville/1254-Ariel-Dr-94506/home/2108628,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902795,N,Y,37.7947721,-121.88719
PAST SALE,July-8-2020,Single Family Residential,3812 Welshland St,Danville,CA,94506,1330000,4,4,Alamo Creek,2924,5177,2007,148,455,125,Sold,,,http://www.redfin.com/CA/Danville/3812-Welshland-St-94506/home/17167485,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902868,N,Y,37.7943037,-121.884033
PAST SALE,July-15-2020,Single Family Residential,3248 Griffon St,Danville,CA,94506,1465000,4,3.5,Alamo Creek,2921,7174,2010,141,502,125,Sold,,,http://www.redfin.com/CA/Danville/3248-Griffon-St-W-94506/home/23110666,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908367,N,Y,37.7927849,-121.8846111
PAST SALE,July-14-2020,Single Family Residential,3899 Welshland St,Danville,CA,94506,1690000,5,5.5,Alamo Creek,4372,8000,2007,142,387,125,Sold,,,http://www.redfin.com/CA/Danville/3899-Welshland-St-94506/home/17167620,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909235,N,Y,37.7931437,-121.8835439
PAST SALE,July-31-2020,Townhouse,347 Karelian St,Danville,CA,94506,961500,5,3,Alamo Creek,2104,3027,2006,125,457,165,Sold,,,http://www.redfin.com/CA/Danville/347-Karelian-St-94506/home/12127870,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906109,N,Y,37.7975388,-121.883597
PAST SALE,November-6-2020,Single Family Residential,3016 Gritstone St,Danville,CA,94506,2100000,5,6.5,Alamo Creek,5177,7092,2015,27,406,125,Sold,,,http://www.redfin.com/CA/Danville/3016-Gritstone-St-94506/home/56909218,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920928,N,Y,37.7927634,-121.8779856
PAST SALE,October-19-2020,Townhouse,102 Kingswood Cir,Danville,CA,94506,800000,2,2.5,Blackhawk C. C.,1752,4250,1986,45,457,649,Sold,,,http://www.redfin.com/CA/Danville/102-Kingswood-Cir-94506/home/1859040,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920855,N,Y,37.800145,-121.881767
PAST SALE,,Single Family Residential,1255 Vailwood Dr,Danville,CA,94526,1150000,4,2,,1899,10560,1980,,606,,,,,http://www.redfin.com/CA/Danville/1255-Vailwood-Dr-94526/home/930615,,,N,Y,37.8039425,-121.9708171
PAST SALE,August-11-2020,Single Family Residential,3412 Claridge Dr,Danville,CA,94526,1201000,4,2,Greenwood,2108,9600,1974,114,570,,Sold,,,http://www.redfin.com/CA/Danville/3412-Claridge-Dr-94526/home/1219184,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911240,N,Y,37.7876248,-121.9704617
PAST SALE,September-11-2020,Single Family Residential,130 Burgess Ct,Danville,CA,94526,1315000,4,3,Greenbrook,2889,9409,1968,83,455,85,Sold,,,http://www.redfin.com/CA/Danville/130-Burgess-Ct-94526/home/977966,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914385,N,Y,37.7931951,-121.9717946
PAST SALE,August-19-2020,Single Family Residential,741 Century Way,Danville,CA,94526,1195000,3,2,Danville Place,1651,8000,1976,106,724,128,Sold,,,http://www.redfin.com/CA/Danville/741-Century-Way-94526/home/793989,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911367,N,Y,37.7981017,-121.9716168
PAST SALE,July-17-2020,Single Family Residential,81 Saint Beatrice Ct,Danville,CA,94526,1555000,5,2.5,Greenbrook,2498,10925,1971,139,622,85,Sold,,,http://www.redfin.com/CA/Danville/81-St-Beatrice-Ct-94526/home/1931940,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906545,N,Y,37.7950749,-121.9711947
PAST SALE,October-30-2020,Single Family Residential,230 Royal Palm Pl,Danville,CA,94526,1380000,4,2,Danville Place,2132,12750,1977,34,647,128,Sold,,,http://www.redfin.com/CA/Danville/230-Royal-Palm-Pl-94526/home/977281,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927800,N,Y,37.7993155,-121.9707504
PAST SALE,July-21-2020,Single Family Residential,248 Aptos Pl,Danville,CA,94526,1335000,4,2.5,Shadow Hills,2015,9877,1975,135,663,45,Sold,,,http://www.redfin.com/CA/Danville/248-Aptos-Pl-94526/home/922833,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902947,N,Y,37.7945905,-121.9683512
PAST SALE,July-30-2020,Single Family Residential,771 Ynez Cir,Danville,CA,94526,2043500,4,3.5,Diablo West,3652,23400,1942,126,560,92,Sold,,,http://www.redfin.com/CA/Danville/771-Ynez-Cir-94526/home/685017,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914539,N,Y,37.8190454,-121.9849561
PAST SALE,August-21-2020,Townhouse,5006 Starling St,Danville,CA,94506,760000,3,2.5,Shadowhawk,1404,1050,1995,104,541,265,Sold,,,http://www.redfin.com/CA/Danville/5006-Starling-St-94506/home/1812203,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908312,N,Y,37.7960629,-121.919835
PAST SALE,November-5-2020,Single Family Residential,36 El Alamo Ct,Danville,CA,94526,4400000,5,6,El Pintado,6204,71003,1997,28,709,,Sold,,,http://www.redfin.com/CA/Danville/36-El-Alamo-Ct-94526/home/1597001,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40926577,N,Y,37.8453906,-122.0089315
PAST SALE,,Single Family Residential,412 Full Moon Way,Danville,CA,94506,1499000,5,2.5,,3556,14400,1984,,422,,,,,http://www.redfin.com/CA/Danville/412-Full-Moon-Way-94506/home/1499485,,,N,Y,37.8043285,-121.9181103
PAST SALE,July-28-2020,Townhouse,9000 Falcon St,Danville,CA,94506,775000,3,2.5,Shadowhawk,1599,1493,1995,128,485,270,Sold,,,http://www.redfin.com/CA/Danville/9000-Falcon-St-94506/home/927889,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907428,N,Y,37.797,-121.920191
PAST SALE,July-8-2020,Single Family Residential,306 Freitas Ct,Danville,CA,94526,1298000,3,3,Sycamore,2569,6180,1980,148,505,105,Sold,,,http://www.redfin.com/CA/Danville/306-Freitas-Ct-94526/home/538047,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40900265,N,Y,37.8120794,-121.9797028
PAST SALE,July-7-2020,Townhouse,156 Westfield Cir,Danville,CA,94526,769000,2,2,Westfield Woods,1408,2280,1973,149,546,440,Sold,,,http://www.redfin.com/CA/Danville/156-Westfield-Cir-94526/home/933485,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907389,N,Y,37.8060619,-121.993017
PAST SALE,July-16-2020,Townhouse,114 SUMMERSIDE Cir,Danville,CA,94526,725000,4,2.5,Greenbrook,1717,1610,1973,140,422,376,Sold,,,http://www.redfin.com/CA/Danville/114-Summerside-Cir-94526/home/983546,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907077,N,Y,37.793251,-121.982177
PAST SALE,June-19-2020,Single Family Residential,556 Old Farm Rd,Danville,CA,94526,1350000,3,2,Sycamore,1978,10000,1969,167,683,100,Sold,,,http://www.redfin.com/CA/Danville/556-Old-Farm-Rd-94526/home/968255,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903718,N,Y,37.8148364,-121.9832346
PAST SALE,July-24-2020,Single Family Residential,14 Rio Del Ct,Danville,CA,94526,1690000,4,3,Westside Danvill,2365,21850,1963,132,715,,Sold,,,http://www.redfin.com/CA/Danville/14-Rio-Del-Ct-94526/home/930469,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908658,N,Y,37.8047699,-121.9944292
PAST SALE,August-11-2020,Single Family Residential,17 Tea Tree Ct,Danville,CA,94526,965000,3,2,Ca Chateau,1700,6740,1989,114,568,173,Sold,,,http://www.redfin.com/CA/Danville/17-Tea-Tree-Ct-94526/home/1931382,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909310,N,Y,37.7916951,-121.988299
PAST SALE,June-29-2020,Townhouse,642 Morninghome Rd,Danville,CA,94526,775000,2,2,Sycamore Homes,1329,2210,1973,157,583,553,Sold,,,http://www.redfin.com/CA/Danville/642-Morninghome-Rd-94526/home/1812944,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902658,N,Y,37.812849,-121.981175
PAST SALE,July-22-2020,Single Family Residential,162 Saint James Ct,Danville,CA,94526,1345000,3,2.5,Greenbrook,1943,8100,1967,134,692,85,Sold,,,http://www.redfin.com/CA/Danville/162-St-James-Ct-94526/home/667594,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908676,N,Y,37.7915893,-121.9763041
PAST SALE,November-9-2020,Single Family Residential,9 Ocho Rios Pl,Danville,CA,94526,1675000,4,3,Westside Danvill,2205,12000,1958,24,760,,Sold,,,http://www.redfin.com/CA/Danville/9-Ocho-Rios-Pl-94526/home/1426738,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923464,N,Y,37.8064343,-121.9950955
PAST SALE,September-28-2020,Single Family Residential,1700 Camino Ramon,DANVILLE,CA,94526,1010000,4,2.5,DANVILLE,1899,5018,1998,66,532,90,Sold,,,http://www.redfin.com/CA/Danville/1700-Camino-Ramon-94526/home/1517013,MLSListings,ML81805626,N,Y,37.7914482,-121.9820795
PAST SALE,September-9-2020,Single Family Residential,21 Sage Hill Ct,Danville,CA,94526,1000000,3,2.5,Ca Chateau,1910,3872,1989,85,524,173,Sold,,,http://www.redfin.com/CA/Danville/21-Sage-Hill-Ct-94526/home/937743,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40914109,N,Y,37.7921652,-121.9856335
PAST SALE,August-11-2020,Single Family Residential,33 Diablo Creek Pl,Danville,CA,94506,1975000,5,4,Diablo Creek,3418,20320,1987,114,578,29,Sold,,,http://www.redfin.com/CA/Danville/33-Diablo-Creek-Pl-94506/home/1962099,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912365,N,Y,37.8303134,-121.9507995
PAST SALE,July-17-2020,Single Family Residential,3 Jillian Way,Danville,CA,94506,1840000,4,3.5,Danville,3946,24699,1997,139,466,,Sold,,,http://www.redfin.com/CA/Danville/3-Jillian-Way-94506/home/966102,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40899732,N,Y,37.8287008,-121.9483554
PAST SALE,July-28-2020,Single Family Residential,9 Brightwood Cir,Danville,CA,94506,2125000,6,3.5,Magee Ranch,4528,20300,1998,128,469,95,Sold,,,http://www.redfin.com/CA/Danville/9-Brightwood-Cir-94506/home/1845417,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908699,N,Y,37.8230272,-121.9450224
PAST SALE,August-18-2020,Single Family Residential,2000 Scarlet Oak Pl,Danville,CA,94506,1587450,4,3,Hidden Oaks,3016,15600,1978,107,526,268,Sold,,,http://www.redfin.com/CA/Danville/2000-Scarlet-Oak-Pl-94506/home/1961392,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910671,N,Y,37.8284652,-121.9387561
PAST SALE,November-10-2020,Condo/Co-op,314 Borel Ln,Danville,CA,94526,519000,2,2,Fostoria Terrace,990,,1991,23,524,280,Sold,,,http://www.redfin.com/CA/Danville/314-Borel-Ln-94526/home/1598030,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40915332,N,Y,37.783442,-121.971759
PAST SALE,November-10-2020,Single Family Residential,1258 Silverwood Ct,Danville,CA,94526,1150000,4,2.5,Silverwood,2045,5210,1993,23,562,217,Sold,,,http://www.redfin.com/CA/Danville/1258-Silverwood-Ct-94526/home/987450,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921930,N,Y,37.7842346,-121.9701284
PAST SALE,September-22-2020,Single Family Residential,20 Diablo Creek Pl,Danville,CA,94506,1500000,4,3.5,Diablo Creek,2738,19800,1985,72,548,29,Sold,,,http://www.redfin.com/CA/Danville/20-Diablo-Creek-Pl-94506/home/1485775,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916733,N,Y,37.8315568,-121.9508217
PAST SALE,November-6-2020,Single Family Residential,7 Stuart Pl,Danville,CA,94526,1150000,3,2.5,Diablo Highlands,2486,7000,1989,27,463,135,Sold,,,http://www.redfin.com/CA/Danville/7-Stuart-Pl-94526/home/977387,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921251,N,Y,37.8135226,-121.9601756
PAST SALE,November-30-2020,Single Family Residential,643 S Paradise Valley Ct,Danville,CA,94526-6245,1400000,3,2.5,Crow Canyon C.C.,2137,5400,1977,3,655,225,Sold,,,http://www.redfin.com/CA/Danville/643-Paradise-Valley-Ct-94526/home/1887435,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921067,N,Y,37.784721,-121.960098
PAST SALE,November-12-2020,Single Family Residential,86 Saint Patricks Ct,Danville,CA,94526,1408888,5,2.5,Greenbrook,2431,10605,1970,21,580,85,Sold,,,http://www.redfin.com/CA/Danville/86-St-Patricks-Ct-94526/home/1629467,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925207,N,Y,37.7952513,-121.9828348
PAST SALE,,Single Family Residential,10 Patricks Pl,Danville,CA,94526,1400000,4,2,,2065,9365,1996,,678,,,,,http://www.redfin.com/CA/Danville/10-Patricks-Pl-94526/home/1856927,,,N,Y,37.8218858,-122.0037127
PAST SALE,,Condo/Co-op,3721 Crow Canyon Rd,San Ramon,CA,94582,560000,2,2,,966,,1987,,580,,,,,http://www.redfin.com/CA/San-Ramon/3721-Crow-Canyon-Rd-94582/home/968533,,,N,Y,37.7862992,-121.9523917
PAST SALE,August-7-2020,Townhouse,663 Doral Dr,Danville,CA,94526,900000,3,2,Crow Canyon C.C.,1550,3360,1979,118,581,453,Sold,,,http://www.redfin.com/CA/Danville/663-Doral-Dr-94526/home/667729,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40904977,N,Y,37.790209,-121.957401
PAST SALE,August-13-2020,Single Family Residential,3413 Bermuda Ct,San Ramon,CA,94582,1485000,4,2.5,Country View,2812,9200,1979,112,528,42,Sold,,,http://www.redfin.com/CA/San-Ramon/3413-Bermuda-Ct-94582/home/960519,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907947,N,Y,37.7836387,-121.9576428
PAST SALE,August-7-2020,Single Family Residential,320 Friesian Ct,Danville,CA,94506,1675000,5,4.5,Alamo Creek,4255,10191,2006,118,394,125,Sold,,,http://www.redfin.com/CA/Danville/320-Friesian-Ct-94506/home/12124614,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907704,N,Y,37.7963886,-121.8820098
PAST SALE,August-5-2020,Single Family Residential,4128 Creekpoint Ct,Danville,CA,94506,1175000,3,2,Shadow Creek,2468,9112,1990,120,476,95,Sold,,,http://www.redfin.com/CA/Danville/4128-Creekpoint-Ct-94506/home/1878949,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909064,N,Y,37.8001673,-121.8945708
PAST SALE,July-31-2020,Single Family Residential,54 Sugar Pine Ln,Danville,CA,94506,1470000,4,3,Blackhawk C. C.,3271,7440,1984,125,449,189,Sold,,,http://www.redfin.com/CA/Danville/54-Sugar-Pine-Ln-94506/home/1710408,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40901954,N,Y,37.814474,-121.910739
PAST SALE,August-31-2020,Single Family Residential,116 Siena Pl,Danville,CA,94506,1198000,3,2,Northridge,1700,5830,1991,94,705,88,Sold,,,http://www.redfin.com/CA/Danville/116-Siena-Pl-94506/home/1279385,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912908,N,Y,37.8011532,-121.9290671
PAST SALE,July-1-2020,Single Family Residential,212 Gamay Ct,Danville,CA,94506,1172500,3,2.5,Monterosso,2628,5493,2006,155,446,30,Sold,,,http://www.redfin.com/CA/Danville/212-Gamay-Ct-94506/home/12123060,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903577,N,Y,37.7970281,-121.8940817
PAST SALE,September-16-2020,Single Family Residential,7 Auburn Ct,Danville,CA,94506,1480000,4,3,Woodranch,2670,6570,1989,78,554,93,Sold,,,http://www.redfin.com/CA/Danville/7-Auburn-Ct-94506/home/969397,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916785,N,Y,37.8002536,-121.9383561
PAST SALE,,Single Family Residential,5101 Bengali St,Danville,CA,94506,1335000,4,3,,2921,7870,2011,,457,,,,,http://www.redfin.com/CA/Danville/5101-Bengali-St-94506/home/40091314,,,N,Y,37.7921527,-121.8759512
PAST SALE,July-21-2020,Single Family Residential,4331 Quail Run Ln,Danville,CA,94506,1500000,3,2.5,Blackhawk C. C.,2660,8840,1986,135,564,189,Sold,,,http://www.redfin.com/CA/Danville/4331-Quail-Run-Ln-94506/home/1500637,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40909447,N,Y,37.8188164,-121.8915474
PAST SALE,June-12-2020,Single Family Residential,4422 Deer Ridge Rd,Danville,CA,94506,2350000,5,3.5,Blackhawk Custom,5251,18480,1989,174,448,189,Sold,,,http://www.redfin.com/CA/Danville/4422-Deer-Ridge-Rd-94506/home/627647,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40896856,N,Y,37.8050425,-121.8825434
PAST SALE,August-10-2020,Condo/Co-op,46 Danville Oak Pl,Danville,CA,94526,760000,2,2,Danville Oaks,992,,1993,115,766,401,Sold,,,http://www.redfin.com/CA/Danville/46-Danville-Oak-Pl-94526/home/1171221,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40913267,N,Y,37.8267734,-122.0077442
PAST SALE,October-30-2020,Condo/Co-op,135 Rubicon Cir,Danville,CA,94526,660000,2,2,Rubicon,1287,,1972,34,513,420,Sold,,,http://www.redfin.com/CA/Danville/135-Rubicon-Cir-94526/home/1513797,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921250,N,Y,37.8280415,-122.0076666
PAST SALE,July-17-2020,Single Family Residential,215 Arthur Ct,Danville,CA,94526-4137,1599000,4,3,Danville,3158,15525,1985,139,506,,Sold,,,http://www.redfin.com/CA/Danville/215-Arthur-Ct-94526/home/1847475,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903158,N,Y,37.8246236,-121.9794362
PAST SALE,July-21-2020,Single Family Residential,523 Old Orchard Dr,Danville,CA,94526,1175000,4,2.5,Sycamore,2350,10005,1977,135,500,103,Sold,,,http://www.redfin.com/CA/Danville/523-Old-Orchard-Dr-94526/home/969600,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40907466,N,Y,37.8182981,-121.9764151
PAST SALE,October-9-2020,Single Family Residential,1142 Greenbrook Dr,Danville,CA,94526,1211000,3,2,Sycamore,1858,9775,1972,55,652,105,Sold,,,http://www.redfin.com/CA/Danville/1142-Greenbrook-Dr-94526/home/932748,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40918827,N,Y,37.809773,-121.9771482
PAST SALE,August-25-2020,Single Family Residential,558 Morninghome Rd,Danville,CA,94526,1260000,4,2.5,Sycamore Homes,2629,11220,1973,100,479,105,Sold,,,http://www.redfin.com/CA/Danville/558-Morninghome-Rd-94526/home/1371302,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898754,N,Y,37.8156471,-121.9792585
PAST SALE,October-2-2020,Single Family Residential,501 Indian Home Rd,Danville,CA,94526,1220000,3,2,Sycamore,1774,5985,1975,62,688,105,Sold,,,http://www.redfin.com/CA/Danville/501-Indian-Home-Rd-94526/home/737281,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40917822,N,Y,37.8100148,-121.9763485
PAST SALE,,Townhouse,519 Morninghome Rd,Danville,CA,94526,1135000,3,2,,1862,5000,1968,,610,,,,,http://www.redfin.com/CA/Danville/519-Morninghome-Rd-94526/home/970415,,,N,Y,37.81708,-121.978198
PAST SALE,November-24-2020,Single Family Residential,50 Chardonnay Ct,Danville,CA,94506,1400000,4,3,Northridge,2407,6700,1989,9,582,82,Sold,,,http://www.redfin.com/CA/Danville/50-Chardonnay-Ct-94506/home/1473877,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928839,N,Y,37.8023828,-121.9348895
PAST SALE,October-2-2020,Single Family Residential,195 Roan Dr,Danville,CA,94526,1235000,3,2,Diablo Hacienda,2242,10384,1962,62,551,,Sold,,,http://www.redfin.com/CA/Danville/195-Roan-Dr-94526/home/906589,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40888382,N,Y,37.837999,-121.9741937
PAST SALE,October-23-2020,Single Family Residential,120 Hope Ln,Danville,CA,94526,2300000,6,4.5,The Crossings,4132,10106,1999,41,557,,Sold,,,http://www.redfin.com/CA/Danville/120-Hope-Ln-94526/home/1817888,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40919992,N,Y,37.8440718,-121.9773037
PAST SALE,November-3-2020,Single Family Residential,521 Farragut Pl,Danville,CA,94526,2605000,4,3.5,Danville,3087,67750,1977,30,844,,Sold,,,http://www.redfin.com/CA/Danville/521-Farragut-Pl-94526/home/1542454,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922423,N,Y,37.8346613,-121.9931187
PAST SALE,June-19-2020,Single Family Residential,26 Sorrento Ct,Danville,CA,94526,1700000,4,2.5,Westside Danvill,2582,20400,1965,167,658,,Sold,,,http://www.redfin.com/CA/Danville/26-Sorrento-Ct-94526/home/1707033,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40906379,N,Y,37.8146407,-122.0018249
PAST SALE,September-29-2020,Single Family Residential,42 Remington Ct,Danville,CA,94526,1670000,4,3.5,Westside Danvill,2760,24200,1977,65,605,,Sold,,,http://www.redfin.com/CA/Danville/42-Remington-Ct-94526/home/933659,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40916777,N,Y,37.8125231,-122.0008699
