address,property_type,zipcode,price,beds,baths,sqft,lot_size,days_on_market,price_per_sqft,hoa_month,lat,long,property_age,school_rating,school_count,bart_count,median_income,hotness_score,supply_score,demand_score,malls_count,university_count
"11594 fenwick ct, dublin, ca 94568",Single Family Residential,94568,1225000,4,2,1844,10151,33,664,0.0,37.71975629999999,-121.9491108,34,8,11,1,119637,83.72,94.25,73.19,0,0
"11649 fenwick pl, dublin, ca 94568",Single Family Residential,94568,1120000,3,2,1598,11333,24,701,0.0,37.7202354,-121.9482665,35,8,11,1,119637,83.72,94.25,73.19,0,0
"7701 chantilly dr, dublin, ca 94568",Townhouse,94568,630000,2,2,950,0,269,663,375.0,37.726412,-121.910349,29,8,11,1,119637,83.72,94.25,73.19,0,0
"6531 nottingham pl #110, dublin, ca 94568",Townhouse,94568,675000,3,2,1383,0,297,488,408.0,37.7231679,-121.9133615,32,8,11,1,119637,83.72,94.25,73.19,0,0
"4362 jordan ranch dr, dublin, ca 94568",Single Family Residential,94568,1404000,5,4,3170,8038,360,443,105.0,37.7152727,-121.8462534,8,8,11,1,119637,83.72,94.25,73.19,0,0
"4838 la strada dr, dublin, ca 94568",Single Family Residential,94568,1275000,5,4,2692,3753,303,474,0.0,37.7183091,-121.8459198,8,8,11,1,119637,83.72,94.25,73.19,0,0
"5336 signal hill dr, dublin, ca 94568",Single Family Residential,94568,1419000,5,4,3854,5677,299,368,86.0,37.7204203,-121.8555049,17,8,11,1,119637,83.72,94.25,73.19,0,0
"3896 camino loop, dublin, ca 94568",Condo/Co-op,94568,845000,3,4,2002,0,275,422,258.0,37.7088911,-121.8424292,5,8,11,1,119637,83.72,94.25,73.19,0,0
"4260 clarinbridge cir, dublin, ca 94568",Condo/Co-op,94568,718000,2,2,1428,0,13,503,357.0,37.706397,-121.866827,17,8,11,1,119637,83.72,94.25,73.19,0,0
"2956 stringham way, dublin, ca 94568",Single Family Residential,94568,918000,3,4,1996,2647,206,460,104.0,37.7053842,-121.85537,4,8,11,1,119637,83.72,94.25,73.19,0,0
"7423 brigadoon way, dublin, ca 94568",Condo/Co-op,94568,625000,2,2,1103,0,16,567,325.0,37.7005679,-121.957467,25,8,11,1,119637,83.72,94.25,73.19,0,0
"2123 carbondale cir, dublin, ca 94568",Single Family Residential,94568,1200000,3,2,2043,3659,223,587,75.0,37.7101314,-121.8417304,3,8,11,1,119637,83.72,94.25,73.19,0,0
"6849 amador valley blvd, dublin, ca 94568",Single Family Residential,94568,955000,4,2,1689,6501,16,565,0.0,37.7149089,-121.919266,55,8,11,1,119637,83.72,94.25,73.19,0,0
"3786 dunmore ln, dublin, ca 94568",Townhouse,94568,860000,4,2,2112,0,16,407,250.0,37.708131,-121.866877,17,8,11,1,119637,83.72,94.25,73.19,0,0
"5501 de marcus blvd #242, dublin, ca 94568",Condo/Co-op,94568,618000,2,2,1088,0,12,568,386.0,37.7050918,-121.8991506,14,8,11,1,119637,83.72,94.25,73.19,0,0
"8334 cypress ct, dublin, ca 94568",Single Family Residential,94568,845000,4,2,1440,5000,328,587,0.0,37.72451020000001,-121.9277781,44,8,11,1,119637,83.72,94.25,73.19,0,0
"8023 via zapata, dublin, ca 94568",Single Family Residential,94568,915000,3,2,1801,7000,333,508,0.0,37.714032,-121.9435558,55,8,11,1,119637,83.72,94.25,73.19,0,0
"8042 iglesia dr, dublin, ca 94568",Single Family Residential,94568,1100000,4,2,2588,11762,341,425,0.0,37.711976,-121.9476443,33,8,11,1,119637,83.72,94.25,73.19,0,0
"8072 marquita ct, dublin, ca 94568",Single Family Residential,94568,916000,3,2,1444,9604,248,634,0.0,37.7152216,-121.9444446,55,8,11,1,119637,83.72,94.25,73.19,0,0
"5468 bellevue cir, dublin, ca 94568",Single Family Residential,94568,1310000,4,3,2558,3500,12,512,136.0,37.71693079999999,-121.8712708,21,8,11,1,119637,83.72,94.25,73.19,0,0
"5629 maymont ln, dublin, ca 94568",Single Family Residential,94568,1405000,5,3,3080,3950,11,456,44.0,37.7172821,-121.8735832,17,8,11,1,119637,83.72,94.25,73.19,0,0
"4255 trolan ln, dublin, ca 94568",Single Family Residential,94568,1100000,3,4,2446,3053,244,450,220.0,37.737548,-121.8762349,5,8,11,1,119637,83.72,94.25,73.19,0,0
"3574 capoterra way #60, dublin, ca 94568",Townhouse,94568,955000,4,3,2693,13580,326,355,398.0,37.7106791,-121.8667004,9,8,11,1,119637,83.72,94.25,73.19,0,0
"1756 s terracina dr, dublin, ca 94568",Single Family Residential,94568,1460000,5,4,3153,5400,205,463,90.0,37.716856,-121.8372336,6,8,11,1,119637,83.72,94.25,73.19,0,0
"4055 clare st, dublin, ca 94568",Townhouse,94568,855000,3,4,1976,0,248,433,267.0,37.705573,-121.8578159,5,8,11,1,119637,83.72,94.25,73.19,0,0
"7610 corrinne pl, san ramon, ca 94583",Single Family Residential,94583,943000,4,2,1542,7000,286,612,0.0,37.7245188,-121.9396449,55,9,9,0,128411,92.79,94.38,91.19,1,0
"3317 monaghan st, dublin, ca 94568",Condo/Co-op,94568,714500,3,2,1893,0,331,377,270.0,37.7081876,-121.8610963,18,8,11,1,119637,83.72,94.25,73.19,0,0
"3122 aran way, dublin, ca 94568",Condo/Co-op,94568,880000,4,4,2232,0,263,394,270.0,37.7049205,-121.8585636,6,8,11,1,119637,83.72,94.25,73.19,0,0
"4305 clarinbridge cir, dublin, ca 94568",Condo/Co-op,94568,655000,2,2,1420,0,263,461,357.0,37.7062529,-121.866397,17,8,11,1,119637,83.72,94.25,73.19,0,0
"3080 maguire way, dublin, ca 94568",Townhouse,94568,847000,3,4,1976,0,215,429,267.0,37.705896,-121.857885,5,8,11,1,119637,83.72,94.25,73.19,0,0
"2751 cathedral rock way, dublin, ca 94568",Single Family Residential,94568,1767539,4,3,3433,11478,221,515,158.0,37.743078,-121.852206,1,8,11,1,119637,83.72,94.25,73.19,0,0
"11409 bloomington way, dublin, ca 94568",Single Family Residential,94568,1135000,4,2,1844,11243,237,616,0.0,37.71746810000001,-121.9512439,34,8,11,1,119637,83.72,94.25,73.19,0,0
"8163 via zapata, dublin, ca 94568",Single Family Residential,94568,1065000,3,2,1905,9162,251,559,0.0,37.7174722,-121.9464,41,8,11,1,119637,83.72,94.25,73.19,0,0
"3897 brockton dr, pleasanton, ca 94588",Townhouse,94588,575000,2,2,1120,787,247,513,225.0,37.7008366,-121.8682023,44,9,6,1,134451,85.91,87.06,84.76,1,0
"6854 brighton dr, dublin, ca 94568",Single Family Residential,94568,905000,4,2,1692,6502,265,535,0.0,37.7155134,-121.919555,55,8,11,1,119637,83.72,94.25,73.19,0,0
"5122 s forestdale cir, dublin, ca 94568",Single Family Residential,94568,1193000,4,3,2522,4675,223,473,86.0,37.7161523,-121.8631057,21,8,11,1,119637,83.72,94.25,73.19,0,0
"3227 vittoria loop, dublin, ca 94568",Single Family Residential,94568,1075000,4,3,2070,2735,223,519,185.0,37.713498,-121.86055290000002,7,8,11,1,119637,83.72,94.25,73.19,0,0
"5920 hillbrook pl, dublin, ca 94568",Single Family Residential,94568,860000,3,4,1719,1827,268,500,184.0,37.72025410000001,-121.8751396,14,8,11,1,119637,83.72,94.25,73.19,0,0
"4895 landmark way, dublin, ca 94568",Single Family Residential,94568,1515000,5,3,2690,7468,24,563,89.0,37.7164732,-121.8522136,19,8,11,1,119637,83.72,94.25,73.19,0,0
"7369 ione ct, dublin, ca 94568",Single Family Residential,94568,850000,3,2,1258,6565,23,676,0.0,37.71717460000001,-121.9193772,56,8,11,1,119637,83.72,94.25,73.19,0,0
"1688 n terracina dr, dublin, ca 94568",Single Family Residential,94568,1568000,5,4,3974,5828,341,395,86.0,37.7195804,-121.8360892,8,8,11,1,119637,83.72,94.25,73.19,0,0
"5531 sugarloaf ct, dublin, ca 94568",Single Family Residential,94568,1620000,6,4,4047,7223,290,400,86.0,37.7207224,-121.8638885,21,8,11,1,119637,83.72,94.25,73.19,0,0
"7129 calistoga ln, dublin, ca 94568",Condo/Co-op,94568,890000,3,4,1962,0,207,454,388.0,37.734899,-121.87341,3,8,11,1,119637,83.72,94.25,73.19,0,0
"4020 arellano ct, dublin, ca 94568",Single Family Residential,94568,1015000,3,2,1843,3150,236,551,135.0,37.7128902,-121.8743837,19,8,11,1,119637,83.72,94.25,73.19,0,0
"7099 atlas peak dr, dublin, ca 94568",Single Family Residential,94568,1455000,4,4,3445,4349,256,422,237.0,37.7355774,-121.876018,5,8,11,1,119637,83.72,94.25,73.19,0,0
"5941 topsfield cir, dublin, ca 94568",Single Family Residential,94568,1275000,4,3,2558,4500,240,498,136.0,37.7219205,-121.8710929,21,8,11,1,119637,83.72,94.25,73.19,0,0
"3862 pimlico dr, pleasanton, ca 94588",Townhouse,94588,705000,4,2,1541,1050,338,457,225.0,37.700769,-121.866296,41,9,6,1,134451,85.91,87.06,84.76,1,0
"7909 firebrand dr, dublin, ca 94568",Single Family Residential,94568,890000,4,2,1776,6999,275,501,0.0,37.7132128,-121.9369783,61,8,11,1,119637,83.72,94.25,73.19,0,0
"7689 canterbury ln, dublin, ca 94568",Single Family Residential,94568,780000,3,2,1338,7007,276,583,0.0,37.713837,-121.9275336,60,8,11,1,119637,83.72,94.25,73.19,0,0
"11432 betlen dr, dublin, ca 94568",Single Family Residential,94568,1205000,5,3,2300,10156,310,524,0.0,37.7004476,-121.9465778,56,8,11,1,119637,83.72,94.25,73.19,0,0
"3871 camino loop, dublin, ca 94568",Condo/Co-op,94568,820000,3,4,2002,0,206,410,258.0,37.708583,-121.841983,5,8,11,1,119637,83.72,94.25,73.19,0,0
"6623 adare ln, dublin, ca 94568",Townhouse,94568,740000,3,2,1791,5760,349,413,262.0,37.705457,-121.911543,12,8,11,1,119637,83.72,94.25,73.19,0,0
"2286 w cantara dr, dublin, ca 94568",Single Family Residential,94568,1330000,5,3,2692,3598,282,494,86.0,37.717,-121.8459198,6,8,11,1,119637,83.72,94.25,73.19,0,0
"2625 ducale ct, dublin, ca 94568",Single Family Residential,94568,1385000,4,3,2901,7406,202,477,86.0,37.7275915,-121.8480104,9,8,11,1,119637,83.72,94.25,73.19,0,0
"7791 hillrose drive dr, dublin, ca 94568",Single Family Residential,94568,800000,3,2,1116,6601,355,717,0.0,37.7118601,-121.93613390000002,61,8,11,1,119637,83.72,94.25,73.19,0,0
"3620 whitworth dr, dublin, ca 94568",Townhouse,94568,699950,2,2,1320,0,296,530,225.0,37.708377,-121.867677,17,8,11,1,119637,83.72,94.25,73.19,0,0
"10 foothill pl, pleasanton, ca 94588",Single Family Residential,94588,1685000,4,4,3686,20400,278,457,0.0,37.65259010000001,-121.9063745,36,9,6,1,134451,85.91,87.06,84.76,1,0
"1010 lamb ct, pleasanton, ca 94566",Single Family Residential,94566,980000,4,2,2029,3654,363,483,176.0,37.66628789999999,-121.8769628,22,8,9,0,126782,80.07,79.57,80.57,1,0
"1140 tiffany ln, pleasanton, ca 94566",Single Family Residential,94566,850000,3,2,1708,2975,289,498,200.0,37.668277,-121.878593,35,8,9,0,126782,80.07,79.57,80.57,1,0
"2197 arroyo ct #4, pleasanton, ca 94588",Condo/Co-op,94588,473000,2,1,810,0,359,584,340.0,37.6509076,-121.9032625,50,9,6,1,134451,85.91,87.06,84.76,1,0
"3170 gulfstream, pleasanton, ca 94588",Single Family Residential,94588,1220000,4,2,2226,6201,269,548,33.0,37.6959798,-121.8660676,48,9,6,1,134451,85.91,87.06,84.76,1,0
"5567 baldwin way, pleasanton, ca 94588",Townhouse,94588,842000,3,2,1614,2737,258,522,415.0,37.689239,-121.928114,30,9,6,1,134451,85.91,87.06,84.76,1,0
"2747 huff dr, pleasanton, ca 94588",Single Family Residential,94588,1350000,5,3,2709,5127,264,498,92.0,37.6930011,-121.8641553,25,9,6,1,134451,85.91,87.06,84.76,1,0
"7211 valley view ct, pleasanton, ca 94588",Townhouse,94588,798000,3,2,1928,2660,332,414,470.0,37.6878938,-121.9186385,34,9,6,1,134451,85.91,87.06,84.76,1,0
"5159 oakdale ct, pleasanton, ca 94588",Townhouse,94588,905000,3,2,1906,2660,289,475,470.0,37.687796,-121.921157,48,9,6,1,134451,85.91,87.06,84.76,1,0
"6913 corte pacifica, pleasanton, ca 94566",Single Family Residential,94566,1067500,3,2,1612,5250,286,662,0.0,37.6701513,-121.9087529,36,8,9,0,126782,80.07,79.57,80.57,1,0
"3038 yuma way, pleasanton, ca 94588",Townhouse,94588,555000,2,1,884,900,282,628,292.0,37.689304,-121.879063,50,9,6,1,134451,85.91,87.06,84.76,1,0
"4164 veneto ct, pleasanton, ca 94588",Townhouse,94588,860000,3,2,1503,1184,282,572,232.0,37.695019,-121.891894,24,9,6,1,134451,85.91,87.06,84.76,1,0
"708 saint john cir, pleasanton, ca 94566",Single Family Residential,94566,1395000,4,3,2590,4926,363,539,63.0,37.6646702,-121.8792307,24,8,9,0,126782,80.07,79.57,80.57,1,0
"5553 corte sonora, pleasanton, ca 94566",Single Family Residential,94566,1410000,5,2,2630,6700,257,536,0.0,37.6698059,-121.8903914,53,8,9,0,126782,80.07,79.57,80.57,1,0
"2539 willowren way, pleasanton, ca 94566",Single Family Residential,94566,1295000,4,2,1894,6800,317,684,0.0,37.6783354,-121.8892131,53,8,9,0,126782,80.07,79.57,80.57,1,0
"1793 paseo del cajon, pleasanton, ca 94566",Single Family Residential,94566,1125000,3,2,1572,6914,250,716,0.0,37.6702652,-121.8911028,53,8,9,0,126782,80.07,79.57,80.57,1,0
"3259 flemington ct, pleasanton, ca 94588",Single Family Residential,94588,966000,4,2,1956,6642,345,494,31.0,37.6958107,-121.8682468,50,9,6,1,134451,85.91,87.06,84.76,1,0
"2961 amoroso ct, pleasanton, ca 94566",Single Family Residential,94566,1969000,4,4,3911,19769,248,503,0.0,37.6614357,-121.8465425,31,8,9,0,126782,80.07,79.57,80.57,1,0
"7306 croy ln, dublin, ca 94568",Condo/Co-op,94568,757000,3,2,1387,0,277,546,325.0,37.699117,-121.956285,22,8,11,1,119637,83.72,94.25,73.19,0,0
"839 division st, pleasanton, ca 94566",Condo/Co-op,94566,450000,2,1,863,0,297,521,494.0,37.6651185,-121.8813509,62,8,9,0,126782,80.07,79.57,80.57,1,0
"1144 tiffany ln, pleasanton, ca 94568",Single Family Residential,94568,865000,3,2,1708,3150,278,506,200.0,37.668271,-121.878474,35,8,11,1,119637,83.72,94.25,73.19,1,0
"4244 garibaldi pl, pleasanton, ca 94566",Single Family Residential,94566,960000,4,2,1857,2561,254,517,181.0,37.653638,-121.859775,28,8,9,0,126782,80.07,79.57,80.57,1,0
"748 saint michael cir, pleasanton, ca 94566",Townhouse,94566,755000,4,2,1611,1986,354,469,243.0,37.66192279999999,-121.8546376,37,8,9,0,126782,80.07,79.57,80.57,1,0
"1445 freeman ln, pleasanton, ca 94566",Single Family Residential,94566,1290000,3,3,3162,2280,233,408,271.0,37.6532162,-121.89590459999998,6,8,9,0,126782,80.07,79.57,80.57,1,0
"2122 arroyo ct #2, pleasanton, ca 94588",Condo/Co-op,94588,460000,2,1,903,0,306,509,340.0,37.6496407,-121.9029958,49,9,6,1,134451,85.91,87.06,84.76,1,0
"4227 diavila ave, pleasanton, ca 94588",Single Family Residential,94588,1110000,3,2,1850,3286,319,600,150.0,37.6889011,-121.8744281,28,9,6,1,134451,85.91,87.06,84.76,1,0
"751 clara ln, pleasanton, ca 94566",Single Family Residential,94566,1830000,4,3,4544,5760,297,403,0.0,37.6623324,-121.842269,35,8,9,0,126782,80.07,79.57,80.57,1,0
"4975 drywood st, pleasanton, ca 94588",Single Family Residential,94588,1155000,4,2,2201,7029,297,525,0.0,37.6840313,-121.9212219,52,9,6,1,134451,85.91,87.06,84.76,1,0
"6786 rancho ct, pleasanton, ca 94588",Single Family Residential,94588,1000000,3,2,1372,6200,212,729,0.0,37.6809226,-121.9118647,50,9,6,1,134451,85.91,87.06,84.76,1,0
"7450 alder ct, pleasanton, ca 94588",Single Family Residential,94588,1351000,4,3,2337,6030,243,578,44.0,37.6748028,-121.9153543,46,9,6,1,134451,85.91,87.06,84.76,1,0
"5130 angelico ct, pleasanton, ca 94588",Single Family Residential,94588,1100000,4,2,1929,3333,326,570,190.0,37.6930486,-121.8892353,24,9,6,1,134451,85.91,87.06,84.76,1,0
"3611 cameron ave, pleasanton, ca 94588",Single Family Residential,94588,1900000,4,3,3385,37828,319,561,0.0,37.685375,-121.863033,33,9,6,1,134451,85.91,87.06,84.76,1,0
"4338 diavila ave, pleasanton, ca 94588",Single Family Residential,94588,1185000,3,2,1777,3347,213,667,150.0,37.6885983,-121.87642920000002,28,9,6,1,134451,85.91,87.06,84.76,1,0
"4954 drywood st, pleasanton, ca 94588",Single Family Residential,94588,1300000,4,2,2004,7700,242,649,0.0,37.6836998,-121.92157749999998,53,9,6,1,134451,85.91,87.06,84.76,1,0
"17 fairway ln, pleasanton, ca 94566",Single Family Residential,94566,1460000,4,4,3046,21586,257,479,8.0,37.6344828,-121.899328,59,8,9,0,126782,80.07,79.57,80.57,1,0
"3814 stanley blvd, pleasanton, ca 94566",Single Family Residential,94566,1150000,4,3,2301,2495,220,500,189.0,37.6674098,-121.8649389,2,8,9,0,126782,80.07,79.57,80.57,1,0
"1931 paseo del cajon, pleasanton, ca 94566",Single Family Residential,94566,1301500,5,4,2292,7568,208,568,0.0,37.6681355,-121.8903469,50,8,9,0,126782,80.07,79.57,80.57,1,0
"5959 bryce canyon ct, pleasanton, ca 94588",Single Family Residential,94588,1100000,3,3,1744,9767,235,631,0.0,37.6786795,-121.9021733,50,9,6,1,134451,85.91,87.06,84.76,1,0
"4303 trolan ln, dublin, ca 94568",Single Family Residential,94568,1188000,4,4,2906,3083,333,409,210.0,37.7377001,-121.8767202,4,8,11,1,119637,83.72,94.25,73.19,0,0
"4738 sutter gate ave, pleasanton, ca 94566",Single Family Residential,94566,1230000,4,3,1989,7545,244,618,0.0,37.6853978,-121.8810983,37,8,9,0,126782,80.07,79.57,80.57,1,0
"7105 mei fong ct, dublin, ca 94568",Single Family Residential,94568,1479000,4,3,3706,4626,235,399,232.0,37.7341271,-121.8769136,4,8,11,1,119637,83.72,94.25,73.19,0,0
"4426 yuma ct, pleasanton, ca 94588",Townhouse,94588,630000,3,2,1130,901,362,558,285.0,37.689474,-121.87909,50,9,6,1,134451,85.91,87.06,84.76,1,0
"51 huested st, pleasanton, ca 94566",Single Family Residential,94566,995000,4,4,2066,1513,198,482,189.0,37.66725,-121.864042,2,8,9,0,126782,80.07,79.57,80.57,1,0
"3837 brockton dr, pleasanton, ca 94588",Townhouse,94588,610000,3,2,1242,866,345,491,225.0,37.7004632,-121.8681689,44,9,6,1,134451,85.91,87.06,84.76,1,0
"5588 san juan way, pleasanton, ca 94566",Single Family Residential,94566,1120000,3,2,1672,6825,262,670,0.0,37.6484882,-121.8762291,58,8,9,0,126782,80.07,79.57,80.57,1,0
"3941 vine st, pleasanton, ca 94566",Townhouse,94566,645000,2,2,1221,1153,192,528,379.0,37.664614,-121.8646456,36,8,9,0,126782,80.07,79.57,80.57,1,0
"4401 sutter gate ave, pleasanton, ca 94566",Single Family Residential,94566,1189000,4,2,2228,7964,261,534,0.0,37.6854862,-121.8773853,41,8,9,0,126782,80.07,79.57,80.57,1,0
"3545 ballantyne dr, pleasanton, ca 94588",Single Family Residential,94588,1240000,4,2,1895,6500,240,654,0.0,37.6966657,-121.86055290000002,34,9,6,1,134451,85.91,87.06,84.76,1,0
"455 e angela, pleasanton, ca 94566",Single Family Residential,94566,999000,3,2,1215,5600,222,822,0.0,37.65676989999999,-121.8720268,78,8,9,0,126782,80.07,79.57,80.57,1,0
"2717 camino casa buena, pleasanton, ca 94566",Single Family Residential,94566,1381000,4,2,2067,6670,257,668,0.0,37.6705094,-121.9022845,30,8,9,0,126782,80.07,79.57,80.57,1,0
"5927 sterling greens cir, pleasanton, ca 94566",Single Family Residential,94566,1764000,5,4,4061,7795,314,434,54.0,37.6491609,-121.8879904,17,8,9,0,126782,80.07,79.57,80.57,1,0
"702 sylvaner dr, pleasanton, ca 94566",Single Family Residential,94566,1225000,4,2,2050,11100,230,598,0.0,37.6630348,-121.8495672,48,8,9,0,126782,80.07,79.57,80.57,1,0
"1497 purisima ter, pleasanton, ca 94588",Townhouse,94588,988800,4,4,1948,0,275,508,212.0,37.683641,-121.895079,3,9,6,1,134451,85.91,87.06,84.76,1,0
"4949 dolores dr, pleasanton, ca 94566",Single Family Residential,94566,1725000,4,3,2985,12290,285,578,63.0,37.65315220000001,-121.8757177,36,8,9,0,126782,80.07,79.57,80.57,1,0
"4635 whiting st, pleasanton, ca 94566",Single Family Residential,94566,1575000,3,3,2076,5200,283,759,0.0,37.6564678,-121.8721602,15,8,9,0,126782,80.07,79.57,80.57,1,0
"3002 calle de la mesa, pleasanton, ca 94566",Single Family Residential,94566,1062000,4,2,1944,6917,243,546,0.0,37.6706282,-121.90679679999998,35,8,9,0,126782,80.07,79.57,80.57,1,0
"4587 shawnee way, pleasanton, ca 94588",Townhouse,94588,650000,3,2,1130,901,250,575,285.0,37.691531,-121.880486,50,9,6,1,134451,85.91,87.06,84.76,1,0
"4567 tahoe ct, pleasanton, ca 94566",Single Family Residential,94566,974500,3,2,1341,6954,220,727,0.0,37.6833571,-121.8790528,50,8,9,0,126782,80.07,79.57,80.57,1,0
"4521 tahoe ct, pleasanton, ca 94566",Single Family Residential,94566,1200000,4,2,2019,7036,220,594,0.0,37.6834174,-121.87854140000002,50,8,9,0,126782,80.07,79.57,80.57,1,0
"4792 canary dr, pleasanton, ca 94566",Single Family Residential,94566,1320000,4,2,2112,7992,234,625,0.0,37.6778203,-121.8814762,54,8,9,0,126782,80.07,79.57,80.57,1,0
"2320 fairfield ct, pleasanton, ca 94566",Single Family Residential,94566,1100000,3,2,1540,6890,290,714,0.0,37.6756302,-121.8909916,53,8,9,0,126782,80.07,79.57,80.57,1,0
"5719 dimas ct, pleasanton, ca 94566",Single Family Residential,94566,1609125,4,6,4959,15141,279,324,130.0,37.6436266,-121.8673129,15,8,9,0,126782,80.07,79.57,80.57,1,0
"7899 medinah ct, pleasanton, ca 94588",Single Family Residential,94588,1285000,3,3,2520,5944,363,510,380.0,37.6479638,-121.90204,27,9,6,1,134451,85.91,87.06,84.76,1,0
"2216 segundo ct #1, pleasanton, ca 94588",Condo/Co-op,94588,505000,2,1,810,0,279,623,350.0,37.6492803,-121.9040765,49,9,6,1,134451,85.91,87.06,84.76,1,0
"3636 camelot ct, pleasanton, ca 94588",Single Family Residential,94588,1300000,4,3,2538,6272,268,512,31.0,37.6982674,-121.87189340000002,51,9,6,1,134451,85.91,87.06,84.76,1,0
"1104 concord st, pleasanton, ca 94566",Single Family Residential,94566,1225000,4,2,2021,12670,222,606,0.0,37.6561157,-121.8549045,52,8,9,0,126782,80.07,79.57,80.57,1,0
"7756 oak creek ct, pleasanton, ca 94588",Single Family Residential,94588,1250000,4,2,2319,6030,220,539,44.0,37.6740274,-121.9178658,51,9,6,1,134451,85.91,87.06,84.76,1,0
"3732 florian st, pleasanton, ca 94588",Single Family Residential,94588,1060000,3,2,1719,2856,246,617,190.0,37.6926049,-121.889591,24,9,6,1,134451,85.91,87.06,84.76,1,0
"5480 greenfield way, pleasanton, ca 94566",Single Family Residential,94566,1210000,5,3,2587,6500,352,468,0.0,37.6736585,-121.8898356,55,8,9,0,126782,80.07,79.57,80.57,1,0
"3838 stanley blvd, pleasanton, ca 94566",Single Family Residential,94566,1200000,4,3,2434,3445,192,493,189.0,37.6670486,-121.8654392,2,8,9,0,126782,80.07,79.57,80.57,1,0
"3641 sirah ct, pleasanton, ca 94566",Single Family Residential,94566,1150000,3,3,2240,33054,326,513,0.0,37.6586878,-121.85606090000002,55,8,9,0,126782,80.07,79.57,80.57,1,0
"2809 whitney dr, pleasanton, ca 94566",Single Family Residential,94566,925000,3,2,1434,3800,299,645,42.0,37.6657,-121.8460533,33,8,9,0,126782,80.07,79.57,80.57,1,0
"4165 cortina ct, pleasanton, ca 94588",Townhouse,94588,850000,3,2,1503,1184,202,566,239.0,37.694578,-121.892636,24,9,6,1,134451,85.91,87.06,84.76,1,0
"2659 calle morelia, pleasanton, ca 94566",Single Family Residential,94566,1368000,4,2,2204,8087,342,621,0.0,37.66812520000001,-121.9005728,37,8,9,0,126782,80.07,79.57,80.57,1,0
"6156 alpine blue dr, san ramon, ca 94582",Single Family Residential,94582,1070000,3,2,1996,3042,282,536,160.0,37.761434,-121.910038,3,8,10,0,145704,84.78,92.18,77.38,1,0
"4700 norris canyon rd #101, san ramon, ca 94583",Condo/Co-op,94583,660000,3,2,1015,0,286,650,259.0,37.7756757,-121.9630566,7,9,9,0,128411,92.79,94.38,91.19,1,0
"5039 ivyleaf springs rd, san ramon, ca 94582",Single Family Residential,94582,1210000,4,4,2366,2833,254,511,156.0,37.761247,-121.9114189,3,8,10,0,145704,84.78,92.18,77.38,1,0
"441 kevin ct, san ramon, ca 94583",Single Family Residential,94583,1145000,3,2,1520,7700,255,753,0.0,37.7520084,-121.9494663,45,9,9,0,128411,92.79,94.38,91.19,1,0
"91 casa grande pl, san ramon, ca 94583",Single Family Residential,94583,765000,2,1,805,7650,202,950,0.0,37.7444013,-121.9384005,50,9,9,0,128411,92.79,94.38,91.19,1,0
"2220 maidenhair way, san ramon, ca 94582",Single Family Residential,94582,990000,4,3,1938,3861,289,511,130.0,37.7707282,-121.90995320000002,16,8,10,0,145704,84.78,92.18,77.38,1,0
"146 coralflower ln, san ramon, ca 94582",Townhouse,94582,785000,3,2,1488,2040,361,528,266.0,37.789592,-121.923925,24,8,10,0,145704,84.78,92.18,77.38,1,0
"10 carson ct, san ramon, ca 94582",Single Family Residential,94582,1318000,4,3,2847,9888,342,463,0.0,37.78380870000001,-121.9200884,30,8,10,0,145704,84.78,92.18,77.38,1,0
"5984 lantana way, san ramon, ca 94582",Single Family Residential,94582,1446000,4,3,2909,5490,257,497,40.0,37.7780537,-121.9288893,22,8,10,0,145704,84.78,92.18,77.38,1,0
"204 stone pine ln, san ramon, ca 94583",Condo/Co-op,94583,510000,2,2,996,0,349,512,306.0,37.7783566,-121.9836412,28,9,9,0,128411,92.79,94.38,91.19,1,0
"11 bath ct, san ramon, ca 94583",Single Family Residential,94583,1020000,4,2,1813,11700,362,563,0.0,37.7448248,-121.9476443,53,9,9,0,128411,92.79,94.38,91.19,1,0
"2793 marsh dr, san ramon, ca 94568",Single Family Residential,94568,857000,4,2,1731,5000,276,495,42.0,37.767073,-121.986669,47,8,11,1,119637,83.72,94.25,73.19,1,0
"48 brian ct, san ramon, ca 94583",Single Family Residential,94583,995000,4,2,1427,7081,236,697,0.0,37.72629420000001,-121.9376005,57,9,9,0,128411,92.79,94.38,91.19,1,0
"83 casa grande pl, san ramon, ca 94583",Single Family Residential,94583,785000,3,2,1346,7280,324,583,0.0,37.7447678,-121.93873390000002,50,9,9,0,128411,92.79,94.38,91.19,1,0
"9746 tareyton ave, san ramon, ca 94583",Single Family Residential,94583,890000,4,2,1584,7176,320,562,0.0,37.73922020000001,-121.9511106,43,9,9,0,128411,92.79,94.38,91.19,1,0
"2024 sorrelwood ct, san ramon, ca 94582",Single Family Residential,94582,1830000,5,5,3847,11660,264,476,40.0,37.774657,-121.9397116,23,8,10,0,145704,84.78,92.18,77.38,1,0
"5104 rowan dr, san ramon, ca 94582",Single Family Residential,94582,1087500,4,4,2152,2200,233,505,154.0,37.7606513,-121.91252649999998,4,8,10,0,145704,84.78,92.18,77.38,1,0
"206 canyon woods way unit b, san ramon, ca 94582",Condo/Co-op,94582,675000,2,2,1031,0,247,655,452.0,37.760295,-121.942658,35,8,10,0,145704,84.78,92.18,77.38,1,0
